UID         PID   PPID  C STIME TTY          TIME CMD
root     173475      2  0 10:48 ?        00:00:00 [kworker/u546:3]
root     173476      2  0 10:48 ?        00:00:00 [kworker/u546:4]
root     173477      2  0 10:48 ?        00:00:00 [kworker/u546:5]
malcolm+ 173575 160323  0 10:49 pts/109  00:00:03 emacs myScript.sh
root     173584      2  0 10:49 ?        00:00:00 [kworker/12:2]
root     173595      2  0 10:49 ?        00:00:00 [kworker/u545:2]
hectorb+ 173607 155991  0 10:49 pts/111  00:00:00 vim lab2.c
root     173725   2477  0 10:49 ?        00:00:00 sshd: jaison [priv]
jaison   173738 173725  0 10:49 ?        00:00:00 sshd: jaison@pts/181
jaison   173739 173738  0 10:49 pts/181  00:00:00 -bash
root     173833      2  0 10:50 ?        00:00:00 [kworker/38:1]
root     173841      2  0 10:50 ?        00:00:00 [kworker/28:1]
root     173986   2477  0 10:51 ?        00:00:00 sshd: williamkunhan [priv]
william+ 173996 173986  0 10:51 ?        00:00:00 sshd: williamkunhan@pts/136
william+ 173997 173996  0 10:51 pts/136  00:00:00 -bash
root     174043   2477  0 10:51 ?        00:00:00 sshd: bennye [priv]
cwil290+ 174051 171110  0 10:51 pts/9    00:00:00 tmux
cwil290+ 174052  93399  0 10:51 pts/184  00:00:00 -bash
bennye   174094 174043  0 10:51 ?        00:00:00 sshd: bennye@pts/185
bennye   174095 174094  0 10:51 pts/185  00:00:00 -bash
bennye   174143 174095  0 10:51 pts/185  00:00:00 ssh ben@10.200.205.186
cwil290+ 174153  93399  0 10:51 pts/186  00:00:00 -bash
cwil290+ 174205 174153  0 10:51 pts/186  00:00:00 vim main.c
root     174255      2  0 10:51 ?        00:00:00 [kworker/14:2]
root     174271   2477  0 10:51 ?        00:00:00 sshd: edugan [priv]
edugan   174290 174271  0 10:51 ?        00:00:00 sshd: edugan@pts/176
edugan   174291 174290  0 10:51 pts/176  00:00:00 -bash
gordonn+ 174356 156835  0 10:52 pts/116  00:00:00 vim myScript.sh
root     174535   2477  0 10:52 ?        00:00:00 sshd: hurk [priv]
root     174547   2477  0 10:52 ?        00:00:00 sshd: hurk [priv]
root     174550   2477  0 10:52 ?        00:00:00 sshd: hurk [priv]
root     174554   2477  0 10:52 ?        00:00:00 sshd: hurk [priv]
hurk     174555 174535  0 10:52 ?        00:00:00 sshd: hurk@pts/187
hurk     174556 174555  0 10:52 pts/187  00:00:00 -bash
hurk     174576 174547  0 10:52 ?        00:00:00 sshd: hurk@pts/188
hurk     174579 174550  0 10:52 ?        00:00:00 sshd: hurk@notty
hurk     174604 174579  0 10:52 ?        00:00:00 /usr/libexec/openssh/sftp-server
hurk     174607 174576  0 10:52 pts/188  00:00:00 -bash
hurk     174655 174554  0 10:52 ?        00:00:00 sshd: hurk@notty
hurk     174657 174655  0 10:52 ?        00:00:00 /usr/libexec/openssh/sftp-server
jaison   174696 173739  0 10:53 pts/181  00:00:00 tmux attach -t 0
root     174758      2  0 10:53 ?        00:00:00 [kworker/15:2]
root     174855   2477  0 10:53 ?        00:00:00 sshd: rmcbrayer [priv]
rmcbray+ 174877 174855  0 10:54 ?        00:00:00 sshd: rmcbrayer@pts/35
rmcbray+ 174878 174877  0 10:54 pts/35   00:00:00 -bash
root     175047      2  0 10:54 ?        00:00:00 [kworker/18:1]
swanson+ 175155 161364  0 10:55 pts/149  00:00:00 emacs myScript.sh
root     175253      2  0 10:55 ?        00:00:00 [kworker/28:0]
root     175398      2  0 10:56 ?        00:00:00 [kworker/u546:0]
root     175459   2477  0 10:56 ?        00:00:00 sshd: pbenoit [priv]
root     175466   2477  0 10:56 ?        00:00:00 sshd: jdhassan [priv]
pbenoit  175474 175459  0 10:56 ?        00:00:00 sshd: pbenoit@pts/189
pbenoit  175475 175474  0 10:56 pts/189  00:00:00 -bash
jdhassan 175525 175466  0 10:56 ?        00:00:00 sshd: jdhassan@pts/191
jdhassan 175526 175525  0 10:56 pts/191  00:00:00 -bash
root     175607      2  0 10:57 ?        00:00:00 [kworker/36:1]
root     175650      2  0 10:57 ?        00:00:00 [kworker/1:1]
root     175651      2  0 10:57 ?        00:00:00 [kworker/25:2]
root     175662   2477  0 10:57 ?        00:00:00 sshd: flyingcat [priv]
flyingc+ 175686 175662  0 10:57 ?        00:00:00 sshd: flyingcat@pts/192
flyingc+ 175687 175686  0 10:57 pts/192  00:00:00 -bash
root     175738   2477  0 10:57 ?        00:00:00 sshd: albanesepe [priv]
albanes+ 175761 175738  0 10:57 ?        00:00:00 sshd: albanesepe@pts/193
albanes+ 175764 175761  0 10:57 pts/193  00:00:00 -bash
rebecca+ 175858 145440  0 10:57 pts/84   00:00:00 nano list.h
root     175864      2  0 10:58 ?        00:00:00 [kworker/u545:0]
root     175974   2477  0 10:58 ?        00:00:00 sshd: gepstein23 [priv]
gepstei+ 175983 175974  0 10:58 ?        00:00:00 sshd: gepstein23@pts/194
gepstei+ 175984 175983  0 10:58 pts/194  00:00:00 -bash
root     176065      2  0 10:58 ?        00:00:00 [kworker/15:1]
gepstei+ 176138 175984  0 10:59 pts/194  00:00:00 vim mystack.h
albanes+ 176310 175764  0 11:00 pts/193  00:00:00 vim myScript.sh
tsengjo+ 176321 155198  0 11:00 ?        00:00:00 sleep 180
tsengjo+ 176338 155927  0 11:00 ?        00:00:00 sleep 180
tsengjo+ 176347 149474  0 11:00 ?        00:00:00 sleep 180
tsengjo+ 176434 149120  0 11:00 ?        00:00:00 sleep 180
root     176503      2  0 11:01 ?        00:00:00 [kworker/u545:1]
tsengjo+ 176529 150925  0 11:01 ?        00:00:00 sleep 180
tsengjo+ 176562 150996  0 11:01 ?        00:00:00 sleep 180
postfix  176571   2958  0 11:01 ?        00:00:00 pickup -l -t unix -u
root     176681      2  0 11:01 ?        00:00:00 [kworker/31:1]
root     176683      2  0 11:01 ?        00:00:00 [kworker/4:1]
hurk     176793 174607  0 11:02 pts/188  00:00:00 vim myScript.sh
flyingc+ 176821 175687  0 11:02 pts/192  00:00:00 ps -ef
root     178954   2477  0 Jan09 ?        00:00:00 sshd: idasilva [priv]
idasilva 178966 178954  0 Jan09 ?        00:00:01 sshd: idasilva@pts/80
idasilva 178967 178966  0 Jan09 pts/80   00:00:00 -bash
root     178992   2477  0 Jan03 ?        00:00:00 sshd: jdenman [priv]
jdenman  178999 178992  0 Jan03 ?        00:00:03 sshd: jdenman@pts/5
jdenman  179000 178999  0 Jan03 pts/5    00:00:00 -bash
root     180149   2477  0 Jan12 ?        00:00:00 sshd: jpark0 [priv]
jpark0   180153 180149  0 Jan12 ?        00:00:00 sshd: jpark0
root     198399   2477  0 Jan13 ?        00:00:00 sshd: cameronbracco [priv]
cameron+ 198415 198399  0 Jan13 ?        00:00:00 sshd: cameronbracco@pts/190
cameron+ 198416 198415  0 Jan13 pts/190  00:00:00 -bash
ariflei+ 199682 221455  0 Jan10 pts/59   00:00:00 -bash
ariflei+ 199779 221455  0 Jan10 pts/81   00:00:00 -bash
kzhangs+ 202273 226004  0 Jan11 pts/51   00:00:00 -bash
kzhangs+ 202394 226004  0 Jan11 pts/33   00:00:00 -bash
kzhangs+ 202764 202394  0 Jan11 pts/33   00:00:00 ./main
durwasa  202765      1  0 Jan03 ?        00:00:00 sh /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
durwasa  202773 202765  0 Jan03 ?        00:00:21 /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/node /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
kzhangs+ 205362 226004  0 Jan11 pts/0    00:00:00 -bash
kzhangs+ 205456 226004  0 Jan11 pts/6    00:00:00 -bash
root     206250   2477  0 Jan13 ?        00:00:00 sshd: evanogra [priv]
root     206262   2477  0 Jan13 ?        00:00:00 sshd: evanogra [priv]
evanogra 206265 206250  0 Jan13 ?        00:00:00 sshd: evanogra@pts/117
evanogra 206267 206262  0 Jan13 ?        00:00:00 sshd: evanogra@notty
evanogra 206268 206267  0 Jan13 ?        00:00:00 bash -c /usr/libexec/openssh/sftp-server
evanogra 206269 206268  0 Jan13 ?        00:00:00 zsh
evanogra 206277 206265  0 Jan13 pts/117  00:00:00 -bash
evanogra 206325 206277  0 Jan13 pts/117  00:00:00 zsh
mattcut+ 213922      1  0 Jan11 ?        00:01:44 tmux
mattcut+ 213923 213922  0 Jan11 pts/16   00:00:00 -bash
mattcut+ 213998 213922  0 Jan11 pts/23   00:00:00 -bash
mattcut+ 214097 213922  0 Jan11 pts/52   00:00:00 -bash
mattcut+ 214741 213922  0 Jan11 pts/69   00:00:00 -bash
mattcut+ 215248 213922  0 Jan11 pts/74   00:00:00 -bash
mattcut+ 215305 213922  0 Jan11 pts/77   00:00:00 -bash
mattcut+ 215938 213922  0 Jan11 pts/10   00:00:00 -bash
mattcut+ 215997 213922  0 Jan11 pts/22   00:00:00 -bash
nrose619 219167 232256  0 Jan12 pts/146  00:00:00 -bash
nrose619 219336 219167  0 Jan12 pts/146  00:00:00 vim linkedlist.c
nrose619 219574 232256  0 Jan12 pts/78   00:00:00 -bash
cory     220345      1  0 Jan13 ?        00:00:15 tmux
cory     220346 220345  0 Jan13 pts/205  00:00:00 -bash
cory     220579 220345  0 Jan13 pts/206  00:00:00 -bash
ariflei+ 221455      1  0 Jan08 ?        00:05:25 tmux
ariflei+ 221456 221455  0 Jan08 pts/7    00:00:00 -bash
ariflei+ 221826 221455  0 Jan08 pts/20   00:00:00 -bash
cory     222344 220346  0 Jan13 pts/205  00:00:00 vim myScript.sh
ariflei+ 222796 221455  0 Jan08 pts/25   00:00:00 -bash
ariflei+ 223323 221455  0 Jan08 pts/31   00:00:00 -bash
root     223391      1  0 Jan04 ?        00:00:15 /usr/libexec/upowerd
kzhangs+ 224079 226004  0 Jan13 pts/17   00:00:00 -bash
mattcut+ 224513 215305  0 Jan12 pts/77   00:00:00 vim main.c
ariflei+ 224927 221455  0 Jan08 pts/46   00:00:00 -bash
ariflei+ 224981 221455  0 Jan08 pts/55   00:00:00 -bash
ariflei+ 225759 221455  0 Jan08 pts/58   00:00:00 -bash
kzhangs+ 226004      1  0 Jan10 ?        00:03:44 tmux
ariflei+ 226103 221455  0 Jan08 pts/41   00:00:00 -bash
kzhangs+ 226383 226004  0 Jan10 pts/70   00:00:00 -bash
seannol+ 227959      1  0 Jan13 ?        00:00:00 sh /home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
seannol+ 227967 227959  0 Jan13 ?        00:00:12 /home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
kzhangs+ 230428 226004  0 Jan10 pts/24   00:00:00 -bash
nrose619 232256      1  0 Jan07 ?        00:05:26 tmux
nrose619 232257 232256  0 Jan07 pts/29   00:00:00 -bash
seannol+ 233514 227967  0 Jan13 ?        00:01:41 /home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/vs/server/uriTransformer.js
seannol+ 233537 227967  0 Jan13 ?        00:00:08 /home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/seannolly/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/bootstrap-fork --type=watcherService
seannol+ 233981 233514  0 Jan13 pts/212  00:00:00 /bin/bash
jeanrug+ 235891      1  0 Jan05 ?        00:00:00 ssh-agent -s
vanessa+ 239531 105796  0 Jan13 pts/45   00:00:00 -bash
alexiton 251489      1  0 Jan10 ?        00:01:31 tmux
alexiton 251490 251489  0 Jan10 pts/36   00:00:00 -bash
kzhangs+ 252532 226004  0 Jan10 pts/48   00:00:00 -bash
kzhangs+ 252640 226004  0 Jan10 pts/64   00:00:00 -bash
ryanl35  255395  55226  0 Jan13 pts/95   00:00:00 -bash
root     276237   2477  0 Jan06 ?        00:00:00 sshd: root@pts/13
root     276240 276237  0 Jan06 pts/13   00:00:00 -bash
node-ex+ 277515      1  6 Jan06 ?        13:19:14 /usr/local/bin/node_exporter --collector.filesystem.ignored-fs-types=^(nfs|tmpfs)$ --collector.processes
root     277821      1 10 Jan06 ?        19:55:59 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
